Title,Text,Date,Media,Link
Weak and pathetic': Trump seethes as Mark Cuban campaigns for Harris,"Former President Donald Trump on Saturday railed against fellow billionaire Mark Cuban, who has been vigorously campaigning for his Democratic opponent, Vice President Kamala Harris.

""Mark Cuban is a Loser,"" Trump wrote in a Saturday Truth Social post. ""Wouldn't take his phone calls anymore while at the White House, and he went rogue. A weak and pathetic 'bully,' he's got nothing going. Really low clubhead speed, a total non-athlete!""

Trump's insults come several days after Cuban mocked the Republican presidential nominee's tariff proposals at a Harris campaign rally.

""Let me just tell you, this man has so little understanding of tariffs, he thinks that China pays for them,"" Cuban said of Trump at a Harris rally in Wisconsin on Thursday.

Trump has proposed a 20% universal tariff on all imports and an even higher 60% rate for Chinese imports. The plan has faced criticism from economists, who note that U.S. importers and consumers would ultimately shoulder the cost burden of such a hardline approach.

The animosity between two billionaires is a stark pivot from 2015 when Cuban praised Trump as the ""best thing to happen to politics in a long time,"" in a ""Fox & Friends"" interview.

Trump in turn thanked him for the kind words.

Cuban ended up endorsing former Secretary of State Hillary Clinton in the 2016 election. And in the years since, his once-friendly relationship with Trump has only grown icier.

This election cycle, Cuban has become a regular Harris campaign surrogate as the vice president works to frame herself as a pro-growth capitalist.

The former ""Shark Tank"" host could have his sights on a government position of his own, repeatedly floating the idea of replacing Securities and Exchange Commission Chair Gary Gensler, for example.

Meanwhile, Trump has enlisted Elon Musk as his own mega-billionaire campaign surrogate, fueling another rivalry with Cuban.

""You can be one of the world's greatest entrepreneurs literally of the last century and be a f---ing troll at the same time,"" Cuban said of Musk in a Friday interview on ""Real Time With Bill Maher.""",Oct 19 2024,CNBC,https://www.cnbc.com/2024/10/19/trump-seethes-mark-cuban-campaigns-harris.html
Trump accuses Taiwan of stealing U.S. chip industry. Here's what the election could bring,"Former President Donald Trump reiterated his frustration with Taiwan over the weekend when he appeared on ""The Joe Rogan Experience"" podcast and accused Taiwan of stealing America's chip industry.

Trump criticized the U.S. CHIPS Act and said he would implement tariffs on chips from Taiwan if elected president. Such tariffs would impact the global leader in chip building, Taiwan Semiconductor Manufacturing Company , whose customers include companies such as Nvidia and Apple .

Shares of Taiwan Semiconductor closed down 4.3% on Monday.

""You know, Taiwan, they stole our chip business ... and they want protection,"" Trump said during his appearance on the podcast, which was published Saturday.

Every hyperscaler working on their own in-house chip, including Amazon , Google and Microsoft , depends on the Taiwanese company for manufacturing. UBS analysts estimate over 90% of the world's advanced chips are manufactured by Taiwan Semiconductor. Intel and Samsung are among the companies trying to compete, but they have faced a series of setbacks.

Given the broader geopolitical concerns surrounding Taiwan and the risk of a China invasion, pressure has been growing on U.S. companies to build an alternative to Taiwan Semiconductor in the U.S.

Intel, which has emerged as a poster child for the CHIPS Act, has faced many challenges. ""We want to get leading-edge infrastructure built here in the U.S., and to be honest, from a policy standpoint, it really shouldn't matter all that much who is building it,"" Bernstein analyst Stacy Rasgon told CNBC.

Rasgon added that the idea that Taiwan had stolen our chips industry is ""ridiculous.""

Taiwan Semiconductor is on tap to receive nearly $7 billion from the U.S. Commerce Department to build its Arizona foundry as part of the CHIPS Act. On the company's earnings call two weeks ago, the company's CEO, CC Wei, said its Arizona plant was making progress, with volumes expected to ramp in 2025.

The U.S. Commerce Department funds have yet to be allocated to Taiwan Semiconductor or other major semiconductor firms. Funds are expected to be allocated by the end of this year as long as specific milestones are met.

Trump also suggested foreign companies shouldn't be able to enter the U.S. and use government money. ""That chip deal is so bad,"" he said. ""We put up billions of dollars for rich companies to come in and borrow the money and build chip companies here. They're not going to give us the good companies anyway.""

Mizuho analysts recently wrote that a Trump win would be bad for Taiwan Semiconductor. Analysts at Citi are debating how much tariffs could increase the costs across the chip supply chain. They add that tariffs wouldn't be easy for governments to navigate. ""[Tariffs] would require complex audits across thousand of devices, which contain a variety of chips,"" the Citi analysts wrote.

Markets have been keeping a close eye on the risk surrounding Taiwan, given how dependent Silicon Valley is on Taiwan Semiconductor's chips. Earlier this summer, when Trump made similar comments about Taiwan, the VanEck Semiconductor ETF (SMH) lost $675 billion in market cap in one week. Taiwan Semiconductor fell more than 10%.

U.S. companies that either have manufacturing facilities or are in the process of building them, such as Intel, Global Foundries and Texas Instruments, outperformed on the expectation that if Trump wins, he'll favor the domestic players.

However, a broader trade war could also challenge the sector. ""[Under a Trump presidency], there are potentially big tariffs against China, which, as we have seen before, will elicit a China reaction as we saw with Micron,"" Patrick Moorhead, CEO of Moor Insights & Strategy and a top-ranked tech analyst, told CNBC.

But experts warn that if Vice President Kamala Harris wins the election, it's not an ""all clear"" for the semi trade. Some of the harshest export controls on China implemented under the Biden administration dramatically affected how much Nvidia and other semiconductors can sell into the country. Pre-export controls, Nvidia's business in China generated over 25% of total sales. China now accounts for less than 10% of Nvidia's revenue.",Oct 28 2024,CNBC,https://www.cnbc.com/2024/10/28/trump-accuses-taiwan-of-stealing-us-chip-business-on-joe-rogan-podcast.html
Lower taxes? Surging crypto? 3 ways a Trump presidency could affect your money,"Former President Donald Trump has won the U.S. presidential election, according to NBC News.

After months on the campaign trail, Trump and running mate J.D. Vance now turn toward enacting the policy agenda they proposed to voters with the help of a Congress that is likely to skew Republican.

The Trump administration inherits an electorate anxious not only about the election itself but also about the candidates' potential impact on the issues that affect their personal finances. Some 57% of investors reported angst or fear surrounding the race's outcome, according to a recent survey from Betterment, with inflation, tax increases and a potential recession among their most common worries.

A president can't unilaterally enact a legislative agenda on Day 1, even with a supportive legislature. Nevertheless, here are three policies Trump has put forward that could affect your money if they become a reality.",Nov 6 2024,CNBC,https://www.cnbc.com/2024/11/06/how-a-trump-presidency-could-affect-your-money.html
"Here's what a new Trump administration could mean for your money, financial advisors say","Trump supporters take photographs near the U.S. Capitol building as the sun sets the day U.S. President Elect Donald Trump was declared the winner of the presidential election in Washington, U.S., November 6, 2024. Leah Millis | Reuters

Now that Donald Trump has been elected president, many individual investors are wondering what that means for their money. The markets rallied last week on news of Trump's win, with the Dow Jones Industrial Average climbing past 44,000 for the first time on Friday. Yet, when it comes to long-term performance of the markets and policies that Trump proposed on the campaign trail, financial advisors say it's best to take a wait-and-see approach before making any big money decisions. ""If clients have a financial plan, have a long-term strategy that meets their goals, our best advice is to stay with that plan and strategy,"" said Jude Boudreaux, a certified financial planner who is a partner with The Planning Center in New Orleans. ""Then we'll make adjustments as more details come forward,"" said Boudreaux, who is also a CNBC FA Council member. Lee Baker, a CFP and owner of Claris Financial Advisors in Atlanta, said he's also told clients not to make wholesale financial changes now. ""That's not to suggest that, based on the policies, that there might not be tweaks or tilts, depending on how things play out,"" said Baker, who is also a CNBC FA Council member.

Markets may be volatile

The markets reacted favorably to Trump's win. However, it remains to be seen whether that upward trajectory will continue. ""One thing that I've cautioned people about is don't necessarily confuse the market pop that we saw being an affirmation of all things Trump,"" Baker said. Markets generally don't like uncertainty, and experts say the postelection rally is evidence of that.

watch now

""The markets could be reacting with relief that this toss-up election actually really did produce a clear, undisputed winner,"" said CFP Stacy Francis, CEO of Francis Financial, based in New York City. Many investors expect Trump to lead with faster economic growth and more market-friendly policies, said Francis during a Friday webcast on what Trump's presidency could mean for investors' money. Francis is also a CNBC FA Council member. For individual investors, it's still best to base asset allocations on their individual situation, such as personal goals, time horizon and risk tolerance, said Marguerita Cheng, CEO of Blue Ocean Global Wealth in Gaithersburg, Maryland. Those factors should not change based on the outcome of the election, said Cheng, a CNBC FA Council member. Because Trump is expected to be easier on regulation, some investors expect to see a boost for energy, financial and industrial stocks. To mitigate risk, individuals may get exposure to those sectors by investing in a broad-based index, she said. Ultimately, market moves do not necessarily depend on who is president. ""The stock market tends to perform well no matter which party holds the White House,"" Francis said.

Lower taxes could be extended

The Tax Cuts and Jobs Act, which was enacted in 2017 during Trump's first presidential term, ushered in lower tax rates. That legislation — which included a higher standard deduction, a $2,000 child tax credit and a $10,000 cap on the state and local deduction — is due to expire at the end of 2025. With Trump's election, many of the tax changes could be extended, advisors say.

Both individuals and corporations are expecting tax cuts with Trump's win, Francis noted during her Friday webcast, which may have also been a factor in last week's stock market surge. ""These tax cuts are expected to lead to somewhat faster economic growth in both 2026 as well as 2027,"" Francis said. On the campaign trail, Trump also floated the idea of eliminating taxes on Social Security benefits, as well as on tips and overtime pay. While those policies would put more money in Americans' pockets, Francis noted, other experts say it's too soon to count on those changes. ""You don't know what the law or policy is going to be if it hasn't even been properly drafted yet, much less adopted,"" David Haas, a CFP and owner of Cereus Financial Advisors in Franklin Lakes, New Jersey, told CNBC.com last week, referring to the proposed Social Security changes.",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/what-a-new-trump-administration-could-mean-for-your-money-advisors-say.html
Everyone is calling': Trump's tariff threats send U.S. companies scrambling for lobbyists and loopholes,"In the days since President-elect Donald Trump won the presidential race, Nicole Bivens Collinson's phone has barely stopped ringing.

Collinson, who helps lead the international trade and government relations division at the lobbying firm Sandler, Travis & Rosenberg, said she is fielding ""dozens and dozens and dozens"" of calls from anxious U.S. companies looking to protect themselves from Trump's hardline tariff plans by finding loopholes and exemptions.

""Absolutely everyone is calling,"" Collinson told CNBC. ""It is nonstop.""

Over the course of the 2024 campaign, Trump made universal tariffs a core tenet of his economic platform, floating a 20% tax on all imports from all countries with a specifically harsh 60% rate for Chinese goods.

That hyper-protectionist trade approach sent chills up the spines of economists, Wall Street analysts and industry leaders who warned that across-the-board tariffs could make production — and in turn, consumer prices — more expensive, just as they were recovering from pandemic-era inflation spikes.

""The threat of tariffs has alarmed retailers and a wide range of other U.S. businesses,"" David French, senior vice president of government relations at the National Retail Federation, told CNBC. ""Our members have been working on contingency plans since President Trump secured the nomination.""

Ron Sorini, a principal at the lobbying firm Sorini, Samet & Associates, echoed that sentiment, noting that he takes at least two to three calls a day to field companies' concerns about the proposed tariff ramp-up, especially in China.

""[Companies] question where they should go, and how do they get the components out [of China]? How do they get the whole supply chain out?"" Sorini said.",Nov 12 2024,CNBC,https://www.cnbc.com/2024/11/12/trump-tariffs-companies-scramble-lobbyist-loopholes.html
"Capital gains tax hikes 'entirely off the table' under President-elect Trump, Republican Congress, economist says","Former U.S. President and Republican presidential candidate Donald Trump speaks during an election night event at the West Palm Beach Convention Center on Nov. 6, 2024. Jim Watson | Afp | Getty Images

President-elect Donald Trump's victory means higher individual taxes, including levies on investments, are less likely for top earners, experts say. Vice President Kamala Harris proposed higher long-term capital gains tax rates during her campaign — raising the top rate to 28% from 20% — for those making more than $1 million annually. Long-term capital gains rates apply to assets owned for more than one year. Harris' plan veered from President Joe Biden's 2025 fiscal year budget, which called for 39.6% long-term capital gains taxes on the same top earners. Higher capital gains tax rates, however, are ""entirely off the table,"" under a Trump presidency and Republican-controlled Congress, said Erica York, senior economist and research manager with the Tax Foundation's Center for Federal Tax Policy.

Republicans secured control of the Senate on Tuesday and could maintain a narrow majority in the House of Representatives, which creates a ""trifecta"" in the White House and both chambers of Congress. Even with partial Republican control, ""it's most likely that capital gains tax policy just stays put where it is,"" York explained. For 2024, investors pay long-term capital gains rates of 0%, 15% or 20%, depending on taxable income. Assets owned for one year or less are subject to regular income taxes. You calculate taxable income by subtracting the greater of the standard or itemized deductions from your adjusted gross income. The taxable income thresholds will increase in 2025.

Changes to 'net investment income tax'

Higher earners also pay the net investment income tax, or NIIT, of 3.8% on capital gains, interest, dividends, rents and more once modified adjusted gross income exceeds certain thresholds. The MAGI limits for NIIT are $200,000 for single filers and $250,000 for married couples filing together and don't adjust for inflation. Combined with long-term capital gains taxes, higher earners currently pay up to 23.8% on investments. ""Republicans may try to get rid of the net investment income tax,"" said Howard Gleckman, a senior fellow at the Urban-Brookings Tax Policy Center. But ""that's a big item"" that could add significantly to the federal budget deficit, he said. The deficit topped $1.8 trillion in fiscal 2024.",Nov 7 2024,CNBC,https://www.cnbc.com/2024/11/07/capital-gains-taxes-trump-republican-congress.html
Trump's proposed tariffs could raise prices for consumers and slow spending,"For retailers and consumers finally feeling some relief from inflation, President-elect Donald Trump's tariffs proposal introduces fresh uncertainty around how prices could change during his presidency, analysts said Wednesday.

Trump, who NBC News projects won a second term in a decisive victory, said during his presidential campaign that he would impose a 10% to 20% tariff on all imports, including tariffs as high as 60% to 100% for goods from China.

Companies, retail trade groups and industry analysts have warned the move could fuel higher prices on a wide range of Americans' purchases such as sneakers and party supplies.

""The adoption of across-the-board tariffs on consumer goods and other non-strategic imports amounts to a tax on American families,"" National Retail Federation CEO Matthew Shay said in a statement Wednesday. ""It will drive inflation and price increases and will result in job losses.""

Earlier this week, the NRF released a study on the impact of Trump's proposed tariff increases and said they would lead to ""dramatic"" double-digit-percentage price spikes in nearly all six retail categories that the trade group examines. Those categories are apparel, footwear, furniture, household appliances, travel goods, and toys.

The cost of clothing, for example, could rise between 12.5% and 20.6%, the analysis found.

The CEO of E.l.f. Beauty, which primarily relies on China to manufacture its beauty products, told CNBC in a Wednesday interview it could be forced to raise prices if the proposed tariff hikes take effect.

""We do have pricing power. If we saw we needed to leverage pricing, we would,"" said E.l.f. CEO Tarang Amin. ""It will depend on what we see in terms of the tariffs. It depends on the magnitude of the tariffs.""

In a research note Wednesday, GlobalData managing director Neil Saunders said tariff hikes would ""create an enormous headache"" for retailers, which are likely to pass those costs on to consumers. The result is likely to be softer spending from already price-conscious shoppers.

""Despite Trump's assertions to the contrary, tariffs are paid by the companies or entities importing goods and not by the countries themselves. This means the cost of buying products from overseas, whether directly or as an input for manufacturing, would rise sharply,"" said Saunders.

""Given the trade between Chinese manufacturers and US retailers, a strict tariff policy would mean retailers initially either taking a massive hit on profits or being forced to put up prices, which would fuel inflation and dampen retail volume growth,"" he said.

Over time, supply chains would adjust to this change in tariff policy but it would be ""incredibly disruptive"" in the short term, said Saunders.

""The small hope is that the tough talk on tariffs is more of a negotiating ploy and that what is finally implemented will be relatively modest in scope,"" he said.",Nov 6 2024,CNBC,https://www.cnbc.com/2024/11/06/trump-proposed-tariffs-consumer-prices.html
Here's what a Trump presidency could mean for your taxes,"Republican presidential nominee and former U.S. President Donald Trump holds a rally in Saginaw, Michigan, U.S., October 3, 2024. Democratic presidential nominee U.S. Vice President Kamala Harris and Vice-Presidential candidate Tim Walz speaks during a campaign rally and concert in Ann Arbor, Michigan, U.S. October 28, 2024. Brendan McDermid | Evelyn Hockstein | Reuters

Plus, most of Trump's tax policy requires Congressional approval, which could be challenging, depending on control of the Senate and House of Representatives and support within the Republican party. While Republicans secured a Senate majority, control of the House remains uncertain. If Democrats flip the House, we could see ""more gridlock"" in Congress, which could stall Trump's agenda, Gleckman explained.

The 'budget math' will be harder in 2025",Nov 6 2024,CNBC,https://www.cnbc.com/2024/11/06/trump-presidency-taxes-.html
UK's ruling Labour Party rejects accusations of U.S. election interference,"British Prime Minister Sir Keir Starmer speaks with leaders from across the UK during the International Investment Summit on October 13, 2024 in London, England.

The U.K.'s ruling Labour Party has rejected accusations by former U.S. president Donald Trump's campaign team that the British party's members have interfered in the upcoming U.S. election.

Republican presidential nominee Donald Trump's campaign team on Monday accused the Labour Party of ""blatant foreign interference"" in the vote, after party volunteers travelled to several battleground states in the U.S. to help campaign for Democratic nominee and current Vice President Kamala Harris.

""It is common practice for campaigners of all political persuasions from around the world to volunteer in U.S. elections. Where Labour activists take part, they do so at their own expense, in accordance with the laws and rules,"" a Labour Party spokesperson said in emailed comments to CNBC.

The U.K.'s Prime Minister Keir Starmer also rejected accusations earlier on Wednesday during a visit to Samoa in the South Pacific.

""The Labour Party has volunteers, [they] have gone over pretty much every election,"" he said, according to the BBC.

""They're doing it in their spare time. They're doing it as volunteers. They're staying, I think, with other volunteers over there,"" he noted.

Asked if the row risked damaging his relationship with Donald Trump, the prime minister said ""no,"" pointing to a dinner the two politicians enjoyed at Trump Tower in New York last month, the British public broadcaster reported.

Asked about the accusation in Parliament, Deputy Prime Minister Angela Rayner on Wednesday told lawmakers that ""people in their own time often go and campaign and that's what we've seen, it happens in all political parties, people go and campaign and they do what they want to do with their own money.""",Oct 23 2024,CNBC,https://www.cnbc.com/2024/10/23/keir-starmer-rejects-trump-teams-accusations-of-election-interference.html
President Joe Biden has forgiven over $166 billion in student debt—see how much in each state,"President Joe Biden made student debt relief a focus of his administration.

The mass forgiveness he promised on the campaign trail was struck down by the Supreme Court, and some of his other debt relief initiatives, like the Saving on a Valuable Education plan and his negotiated rulemaking plan, are currently tied up in court.

But his administration has still managed to clear $166.5 billion in student loans, according to Department of Education data.

Through Public Service Loan Forgiveness, income-driven repayment — including a group of borrowers able to get forgiveness through the SAVE plan before it was blocked — total and permanent disability discharge and borrower defense to repayment discharges, about 4.4 million borrowers nationwide have had their debt waived under Biden. Borrowers had an average of $38,207 of debt forgiven.

""From day one of my administration, I promised to fight to ensure higher education is a ticket to the middle class, not a barrier to opportunity,"" Biden said in an October statement.",Nov 15 2024,CNBC,https://www.cnbc.com/2024/11/15/map-where-bidens-student-loan-forgiveness-went.html
Elon Musk is $70 billion richer since Trump victory due to Tesla stock surge,"Elon Musk on stage before Republican presidential nominee former President Donald Trump speaks at a rally at Madison Square Garden in New York, NY on Sunday, October 27, 2024.

Elon Musk spent $44 billion to buy Twitter, now known as X, and at least $130 million to help get Donald Trump elected president.

It's a combination that's paid off handsomely. Since Trump's victory last week, Musk is about $70 billion richer on paper.

Most of Musk's wealth is wrapped up in his holdings of Tesla , and in the four trading days since the election, the electric vehicle maker's stock has soared by about 39%. That's lifted the company's market cap well past $1 trillion.

Musk's net worth has swelled to $320 billion, according to Forbes, putting him close to $90 billion ahead of Oracle founder Larry Ellison, the world's second-richest person. Ellison, a close friend of Musk's and a former Tesla board member, is a longtime Republican donor who's seen his own Trump bump, with Oracle's 10% increase lifting his net worth by about $20 billion.

For Musk, getting Trump back into the White House became another full-time job. He funded a swing-state operation to register right-leaning voters, and he led rallies as a surrogate for his favored candidate. He started $1 million giveaways to registered voters who signed one of his America PAC petitions, and he faced a lawsuit over running an illegal lottery in Pennsylvania.

Musk also used X, the social media platform he acquired in 2022, to constantly tout his support for Trump while frequently spreading misinformation about his opponent, Vice President Kamala Harris, as well as topics like immigration and voter fraud.

Now, Musk is trying to make sure he cashes in on his investments.

After the election last week, Musk briefly joined Trump's phone call with Ukrainian President Volodymyr Zelenskyy, NBC News reported. Other outlets, including The New York Times and ABC, have reported that Musk has been weighing in on staffing decisions for the next administration, and he's spent a lot of time since the election at Trump's Mar-a-Lago resort in Florida. Brendan Carr, who is likely to be Trump's choice to run the Federal Communications Commission, is seen as a longstanding Musk ally.",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/elon-musk-is-70-billion-richer-since-trump-victory-due-to-tesla-surge.html
How President-elect Trump can influence the U.S. economy,"When President-elect Donald Trump returns to the White House in 2025, he will assume a key position within the U.S. economy.



On the campaign trail, the former President promised to eliminate regulations that hold back key U.S. industries and extend tax cuts that expire after 2025. He also proposed raising tariffs that affect prices of foreign goods imported to the U.S.



""Other countries are going to finally, after 75 years, pay us back for all that we've done for the world,"" the former President said at the September presidential debate.

The goal of the tariffs is to generate revenue and bring industrial jobs back to the country. The side effect could be higher retail prices for many U.S. consumers.



""Ironically, this would not promote a revitalization of the industrial sector,"" said Marcus Noland, executive vice president and director of studies at the Peterson Institute for International Economics.



The President-elect has also promised to embark on a large deportation operation when he enters office.



Analysts believe Trump's fiscal ideas could influence the trajectory of employment, inflation, and more in the U.S. -- particularly if the Republican party wins both chambers of Congress.



Watch the video above to see how the U.S. economy may change under President-elect Trump.",Nov 11 2024,CNBC,https://www.cnbc.com/2024/11/11/president-elect-trumps-2024-election-win-sets-up-economic-change.html
"Trump targets Washington Post, CBS with long-shot legal actions over Harris coverage, ads","The Washington Post office in Washington, DC, US, on Thursday, June 27, 2024.

Days before the presidential election, former President Donald Trump and his campaign have launched legal actions against two major media outlets, claiming that they are illegally helping Vice President Kamala Harris through their news coverage and advertising.

Legal experts said Trump's efforts are frivolous.

The Republican's campaign on Thursday filed a Federal Election Commission complaint accusing The Washington Post of making ""Illegal Corporate In-Kind Contributions"" to Harris.

The campaign based its accusation on a Semafor report which said that the Post, as part of a ramped-up paid advertising campaign on social media, highlighted numerous articles critical of Trump versus more neutral coverage of the Democratic nominee.

The FEC complaint alleges that Semafor's report indicates that the Post ""is conducting a dark money corporate campaign in opposition to President Donald J. Trump.""

That claim is ""completely preposterous,"" Columbia Law School Professor Richard Briffault told CNBC.

""There is no evidence in the allegations of any coordination between the Post and the Harris campaign,"" said Briffault, who specializes in campaign finance regulation and political law.

The Post's ads ""at most"" constitute independent expenditures protected by the Supreme Court decision Citizens United v. FEC, which broadened the rules on corporate election spending, he said.

""And as the Trump letter acknowledges there is no express advocacy of Harris so the Post's actions don't count as independent expenditures,"" Briffault added.

""This is litigation by press release and not more serious than that.""

A spokesperson for the newspaper told CNBC in a statement Friday, ""As part of The Washington Post's regular social media marketing strategy, promoted posts across social media platforms reflect high-performing content across all verticals and subjects.""

""We believe allegations suggesting this routine media practice is improper are without merit,"" the spokesperson said.

Also on Thursday, Trump filed a federal civil lawsuit against CBS Broadcasting, seeking $10 billion in damages over the network's editing of a ""60 Minutes"" interview with Harris that aired in early October.

The 19-page suit, which accuses CBS of unlawfully interfering in the election to help get Harris elected, is solely based on the network airing two different portions of Harris' answer to the same question.

In an excerpt of the interview that aired on CBS' ""Face the Nation,"" Harris is shown delivering one part of the answer.

But ""60 Minutes"" showed a different portion of Harris' response.

Trump has repeatedly claimed on social media and at campaign rallies that the editorial move constitutes the ""biggest media scandal in broadcast history.""

He has demanded that CBS lose its broadcast license, which is issued by the federal government.

""60 Minutes"" on Oct. 20 slammed Trump for accusing the program of deceitful editing, calling his claim ""false.""",Nov 1 2024,CNBC,https://www.cnbc.com/2024/11/01/trump-media-legal-action-fec-harris-election.html
"Trump plan to 'end all taxes' on overtime pay would benefit millions of Americans, but it's going to be uphill battle","Republican presidential nominee and former U.S. President Donald Trump speaks during a campaign event at the Cobb Energy Performing Arts Centre in Atlanta, Georgia, U.S. October 15, 2024.

The millions of Americans who work overtime have a little more reason to hope for tax relief.

Republicans this week eked out a slim majority in the House, winning 218 seats, with a few races still uncalled. This means a Republican trifecta and more chance of passing proposals floated by President-elect Trump on the campaign trail, including one that would scrap taxes on overtime.

Details on the proposal are scant and some Democrats have called the overtime tax promise ""as fake as his tan."" It may not be the top priority of the new administration when it comes to tax cuts, or the easiest to pass, but the overtime proposal is likely to be part of broader discussions on tax reform.

""The American people re-elected President Trump by a resounding margin giving him a mandate to implement the promises he made on the campaign trail. He will deliver,"" Karoline Leavitt, a spokesperson for the Trump-Vance transition team, wrote in an email.

Here's what workers need to know about the overtime proposal and what it could mean for their pocketbooks:

A bill already introduced in Congress, and some state action

Trump unveiled his tax-free overtime proposal on the campaign trail in September but didn't offer details. ""As part of our additional tax cuts, we will end all taxes on overtime,"" he said at a rally in Tucson, Arizona. ""If you're an overtime worker, when you're past 40 hours a week, your overtime hours will be tax-free,"" Trump said.

There's already a bill in Congress that was introduced in July by Congressman Russ Fulcher, a Republican from Idaho. The Keep Every Extra Penny (KEEP) Act has been referred to the House Committee on Ways and Means and also doesn't have a lot of details beyond saying: ''Gross income shall not include overtime compensation required under section 7 of the Fair Labor Standards 9 Act of 1938.'' There hasn't been any further action on this bill since July.

There have been mixed results at the state level to exempt overtime pay from income tax. Alabama passed a bill in 2023 that temporarily exempts overtime pay from state income tax. It's in effect for tax years that begin after December 31, 2023, and end prior to January 1, 2027. A similar effort proposed in Wisconsin stalled earlier this year.

Hourly workers would receive most of the benefit

Millions of American workers currently work overtime and could be impacted by a change in policy on how these earnings are taxed. This could translate into savings of a few hundred dollars to several thousand dollars for higher earners who put in a lot of overtime, tax policy professionals said.

""It could be a fairly expansive policy in terms of who it could reach,"" said Joseph Rosenberg, senior fellow at The Urban-Brookings Tax Policy Center. But it would also be very costly in terms of reducing revenue for the federal government, he added.

Department of Labor data show that there were 97.7 million employed workers last year who were eligible for FLSA-overtime protections. That represented 60% of household employment in 2023 and about two-thirds of wage and salary employment, according to a report from The Budget Lab at Yale, citing DOL data. Among these, 82.1 million were hourly workers and 15.6 million were salaried workers, the report said.



It's important to note, however, that being eligible under FLSA doesn't necessarily equate to actually working overtime. The Budget Lab noted that 7 million Americans regularly worked overtime last year; 6.4 million of these workers were hourly workers; while 600,00 were salaried. That translates to about 8% of hourly workers in the U.S. and about 4% of salaried employees who work FLSA-qualified overtime on a regular basis, according to John Ricco, associate director of policy analysis at The Budget Lab. Meanwhile, about 7% of hourly workers and 70% of salaried workers do not qualify for FLSA, the report said.

What's more, on Friday, a U.S. District Court in Texas overturned a Department of Labor rule that had expanded the salary cap for workers eligible for overtime pay starting in July, after a legal challenge brought by the U.S. Chamber of Commerce and supported by many industries. The court had already blocked the rule in Texas and Friday's decision now vacates the DOL rule nationwide, which would have cover as many as four million more workers. Congress is not bound by DOL rules in how it defines provisions in tax legislation.

While it could be a big tax benefit for some workers, it still wouldn't impact the vast majority of U.S. workers, given that the U.S. population is more than 300 million and the workforce is more than 168 million people. ""This is not likely to be a huge share of the workforce who would be impacted, depending on how tightly Congress defines overtime pay,"" said Alex Muresianu, senior policy analyst at the Tax Foundation, a research think tank.

Cost to government could reach $3 trillion over decade

The Tax Foundation estimates it could cost the federal government between $225 billion to slightly over $3 trillion over 10 years, depending largely on how Congress designs the law, Muresianu said.

For example, would it be designed as just an income tax or would it be a payroll tax exemption as well? ""A payroll tax exemption would reach lower down in the income distribution, but that has additional implications for the financing of Social Security and Medicare, as well as impacts on future benefits which are tied to the taxes that people pay on their income,"" Rosenberg said.

The hefty federal deficit could be a stumbling block to passing any number of Trump's various tax proposals beyond extending the 2017 cuts. Extending the Trump tax cuts for the next 10 years — as Republicans have proposed — would add $4.6 trillion to the deficit, according to the nonpartisan Congressional Budget Office. Including all of the new tax cuts proposed could bring the total price tag to roughly $10 trillion over a decade, according to multiple estimates.

It's possible Republicans will be more willing to act on these costly initiatives, hoping to make up for some of the cost with revenue generated by new tariffs on imports, estimated at up to $3 trillion in new government revenue.",Nov 15 2024,CNBC,https://www.cnbc.com/2024/11/15/president-trump-income-tax-cuts-overtime-pay-congress.html
"China congratulates Trump, says it respects America's choice","U.S. President Donald Trump meets China's President Xi Jinping at the start of their bilateral meeting at the G20 summit in Osaka, Japan, on June 29, 2019.

China expressed respect for the U.S. election result and congratulated Donald Trump on his victory, and an official newspaper called for a ""pragmatic"" approach to bilateral differences as U.S. tariff threats loomed.

Trump, a Republican who has promised to implement stiff tariffs, recaptured the White House with a sweeping victory over Democrat Kamala Harris in Tuesday's election. He will take office in January.

""We respect the choice of the American people and congratulate Mr. Trump on his election as president,"" a Chinese foreign ministry spokesperson said in a statement late on Wednesday.

China-U.S. relations have been fraught for years, notably around trade and security including Taiwan and the South China Sea.

Trump's win could revive issues from his 2017-2021 first presidency, when he started a trade war with the world's second-largest economy and imposed tariffs.",Nov 7 2024,CNBC,https://www.cnbc.com/2024/11/07/china-congratulates-trump-says-it-respects-americas-choice.html
